times,gctimes,bytes,allocs
5.1541e-5,0.0,136976.0,35.0
4.0959000000000005e-5,0.0,136976.0,35.0
4.0916e-5,0.0,136976.0,35.0
4.0875000000000004e-5,0.0,136976.0,35.0
4.0958e-5,0.0,136976.0,35.0
4.0792000000000005e-5,0.0,136976.0,35.0
4.0917e-5,0.0,136976.0,35.0
4.0875000000000004e-5,0.0,136976.0,35.0
4.0834e-5,0.0,136976.0,35.0
4.075e-5,0.0,136976.0,35.0
4.0958e-5,0.0,136976.0,35.0
4.0875000000000004e-5,0.0,136976.0,35.0
4.1e-5,0.0,136976.0,35.0
4.075e-5,0.0,136976.0,35.0
4.075e-5,0.0,136976.0,35.0
4.5583e-5,0.0,136976.0,35.0
4.4625e-5,0.0,136976.0,35.0
4.5375000000000005e-5,0.0,136976.0,35.0
4.5666e-5,0.0,136976.0,35.0
6.6e-5,0.0,136976.0,35.0
4.4250000000000005e-5,0.0,136976.0,35.0
4.4167000000000006e-5,0.0,136976.0,35.0
4.4292e-5,0.0,136976.0,35.0
4.4208e-5,0.0,136976.0,35.0
4.4000000000000006e-5,0.0,136976.0,35.0
4.4375e-5,0.0,136976.0,35.0
4.3667e-5,0.0,136976.0,35.0
5.3958e-5,0.0,136976.0,35.0
4.5e-5,0.0,136976.0,35.0
4.4458e-5,0.0,136976.0,35.0
4.4250000000000005e-5,0.0,136976.0,35.0
4.4042e-5,0.0,136976.0,35.0
4.3916000000000004e-5,0.0,136976.0,35.0
4.4375e-5,0.0,136976.0,35.0
5.6416e-5,0.0,136976.0,35.0
4.05e-5,0.0,136976.0,35.0
4.1875e-5,0.0,136976.0,35.0
4.2917e-5,0.0,136976.0,35.0
4.2958000000000004e-5,0.0,136976.0,35.0
4.2292e-5,0.0,136976.0,35.0
4.2875000000000005e-5,0.0,136976.0,35.0
4.3209000000000006e-5,0.0,136976.0,35.0
4.3708e-5,0.0,136976.0,35.0
4.3708e-5,0.0,136976.0,35.0
4.4250000000000005e-5,0.0,136976.0,35.0
4.3959000000000004e-5,0.0,136976.0,35.0
4.3292000000000005e-5,0.0,136976.0,35.0
4.3375000000000004e-5,0.0,136976.0,35.0
4.4291e-5,0.0,136976.0,35.0
4.3791e-5,0.0,136976.0,35.0
4.4125e-5,0.0,136976.0,35.0
4.9542e-5,0.0,136976.0,35.0
4.4500000000000004e-5,0.0,136976.0,35.0
4.4500000000000004e-5,0.0,136976.0,35.0
4.4500000000000004e-5,0.0,136976.0,35.0
4.4625e-5,0.0,136976.0,35.0
4.4667000000000004e-5,0.0,136976.0,35.0
4.4208e-5,0.0,136976.0,35.0
4.4875e-5,0.0,136976.0,35.0
