bytes,percentage,filenames,linenumbers
71264,81.35,/Users/baffier/.julia/packages/PatternFolds/cQIft/src/vector.jl,77
16064,18.34,/Users/baffier/.julia/packages/PatternFolds/cQIft/src/vector.jl,84
160,0.18,/Users/baffier/.julia/packages/PatternFolds/cQIft/src/vector.jl,19
64,0.07,/Users/baffier/.julia/packages/PatternFolds/cQIft/src/intervals.jl,46
48,0.05,/Users/baffier/.julia/packages/PatternFolds/cQIft/src/vector.jl,13
