bytes,percentage,filenames,linenumbers
80160,83.22,/Users/baffier/.julia/packages/PatternFolds/ChWCd/src/vector.jl,19
16064,16.68,/Users/baffier/.julia/packages/PatternFolds/ChWCd/src/vector.jl,84
48,0.05,/Users/baffier/.julia/packages/PatternFolds/ChWCd/src/intervals.jl,32
48,0.05,/Users/baffier/.julia/packages/PatternFolds/ChWCd/src/common.jl,100
