bytes,percentage,filenames,linenumbers
16064,98.43,/Users/baffier/.julia/packages/PatternFolds/hAnP4/src/vector.jl,87
160,0.98,/Users/baffier/.julia/packages/PatternFolds/hAnP4/src/vector.jl,19
48,0.29,/Users/baffier/.julia/packages/PatternFolds/hAnP4/src/intervals.jl,32
48,0.29,/Users/baffier/.julia/packages/PatternFolds/hAnP4/src/common.jl,100
