times,gctimes,memory,allocs
4299.5,0.0,1312,25
3164.4,0.0,1312,25
2059.6,0.0,1312,25
1582.1,0.0,1312,25
1598.4,0.0,1312,25
1642.6,0.0,1312,25
1334.5,0.0,1312,25
1434.0,0.0,1312,25
1461.5,0.0,1312,25
1358.0,0.0,1312,25
