times,gctimes,bytes,allocs
2.1400000000000003e-6,0.0,1312.0,25.0
6.800000000000001e-7,0.0,1312.0,25.0
7.200000000000001e-7,0.0,1312.0,25.0
7.5e-7,0.0,1312.0,25.0
6.900000000000001e-7,0.0,1312.0,25.0
7.799999999999999e-7,0.0,1312.0,25.0
6.900000000000001e-7,0.0,1312.0,25.0
6.4e-7,0.0,1312.0,25.0
6.7e-7,0.0,1312.0,25.0
6.5e-7,0.0,1312.0,25.0
