times,gctimes,bytes,allocs
2.7125000000000003e-6,0.0,1312.0,25.0
8.458000000000001e-7,0.0,1312.0,25.0
8.042000000000001e-7,0.0,1312.0,25.0
8.083000000000001e-7,0.0,1312.0,25.0
7.791000000000001e-7,0.0,1312.0,25.0
7.875e-7,0.0,1312.0,25.0
1.5625e-6,0.0,1312.0,25.0
8.125000000000001e-7,0.0,1312.0,25.0
7.625000000000001e-7,0.0,1312.0,25.0
7.792000000000001e-7,0.0,1312.0,25.0
