times,gctimes,bytes,allocs
4.7312000000000005e-6,0.0,720.0,29.0
1.9292e-6,0.0,720.0,29.0
1.0028000000000002e-6,0.0,720.0,29.0
9.579000000000002e-7,0.0,720.0,29.0
8.880000000000001e-7,0.0,720.0,29.0
9.469e-7,0.0,720.0,29.0
8.833e-7,0.0,720.0,29.0
8.894e-7,0.0,720.0,29.0
9.313000000000001e-7,0.0,720.0,29.0
8.68e-7,0.0,720.0,29.0
