times,gctimes,memory,allocs
5630.0,0.0,6536,103
5440.0,0.0,6536,103
4650.0,0.0,6536,103
4730.0,0.0,6536,103
4650.0,0.0,6536,103
4680.0,0.0,6536,103
4730.0,0.0,6536,103
26860.0,0.0,6536,103
5240.0,0.0,6536,103
5300.0,0.0,6536,103
