bytes,percentage,filenames,linenumbers
24576,98.78,/Users/baffier/.julia/packages/ConstraintDomains/BtYOz/src/explore.jl,52
112,0.45,/Users/baffier/.julia/packages/ConstraintDomains/BtYOz/src/explore.jl,50
80,0.32,/Users/baffier/.julia/packages/ConstraintDomains/BtYOz/src/explore.jl,46
80,0.32,/Users/baffier/.julia/packages/ConstraintDomains/BtYOz/src/explore.jl,45
32,0.13,/Users/baffier/.julia/packages/ConstraintDomains/BtYOz/src/explore.jl,26
