bytes,percentage,filenames,linenumbers
3360,84.0,C:\Users\jeanf\.julia\packages\ConstraintDomains\3RcIA\src\explore.jl,228
192,4.8,C:\Users\jeanf\.julia\packages\ConstraintDomains\3RcIA\src\explore.jl,50
128,3.2,C:\Users\jeanf\.julia\packages\ConstraintDomains\3RcIA\src\explore.jl,329
96,2.4,C:\Users\jeanf\.julia\packages\ConstraintDomains\3RcIA\src\explore.jl,327
80,2.0,C:\Users\jeanf\.julia\packages\ConstraintDomains\3RcIA\src\explore.jl,97
80,2.0,C:\Users\jeanf\.julia\packages\ConstraintDomains\3RcIA\src\explore.jl,56
64,1.6,C:\Users\jeanf\.julia\packages\ConstraintDomains\3RcIA\src\explore.jl,35
