bytes,percentage,filenames,linenumbers
80,41.67,C:\Users\jeanf\.julia\packages\ConstraintDomains\H64cb\src\explore.jl,44
80,41.67,C:\Users\jeanf\.julia\packages\ConstraintDomains\H64cb\src\explore.jl,43
32,16.67,C:\Users\jeanf\.julia\packages\ConstraintDomains\H64cb\src\explore.jl,88
