bytes,percentage,filenames,linenumbers
80,41.67,C:\Users\jeanf\.julia\packages\ConstraintDomains\xs8SB\src\explore.jl,36
80,41.67,C:\Users\jeanf\.julia\packages\ConstraintDomains\xs8SB\src\explore.jl,35
32,16.67,C:\Users\jeanf\.julia\packages\ConstraintDomains\xs8SB\src\explore.jl,79
